"taxonID","mode_life"
126392,"NOT_FOUND"
126395,"pelagic"
126396,"pelagic"
126402,"pelagic"
126404,"demersal"
1264073,"benthic"
126426,"NOT_FOUND"
126462,"NOT_FOUND"
126467,"NOT_FOUND"
126471,"NOT_FOUND"
126472,"benthic"
126479,"NOT_FOUND"
126483,"pelagic"
126497,"NOT_FOUND"
126524,"pelagic"
126526,"pelagic"
126547,"pelagic"
126556,"pelagic"
126560,"pelagic"
126580,"pelagic"
126581,"pelagic"
126582,"pelagic"
126584,"pelagic"
126585,"pelagic"
126586,"NOT_FOUND"
126589,"pelagic"
126591,"pelagic"
126594,"pelagic"
126595,"pelagic"
126596,"NOT_FOUND"
126599,"pelagic"
126601,"pelagic"
126602,"NOT_FOUND"
126603,"pelagic"
126604,"pelagic"
126605,"pelagic"
126607,"pelagic"
126609,"pelagic"
126610,"pelagic"
126611,"pelagic"
126612,"pelagic"
126613,"pelagic"
126614,"pelagic"
126616,"pelagic"
126618,"pelagic"
126619,"NOT_FOUND"
126620,"pelagic"
126625,"pelagic"
126626,"pelagic"
126629,"pelagic"
126630,"pelagic"
126631,"pelagic"
126632,"pelagic"
126637,"benthic"
126638,"NOT_FOUND"
126639,"NOT_FOUND"
126650,"NOT_FOUND"
126691,"NOT_FOUND"
126713,"benthic"
126714,"pelagic"
126720,"pelagic"
126733,"pelagic"
126734,"pelagic"
126748,"pelagic"
126750,"demersal"
126769,"demersal"
126772,"demersal"
126773,"demersal"
126784,"pelagic"
126809,"pelagic"
126811,"pelagic"
126812,"pelagic"
126817,"pelagic"
126821,"pelagic"
126822,"pelagic"
126836,"NOT_FOUND"
126845,"pelagic"
126861,"pelagic"
126862,"pelagic"
126863,"NOT_FOUND"
126864,"pelagic"
126867,"pelagic"
126907,"demersal"
126908,"demersal"
126945,"demersal"
126947,"demersal"
126950,"NOT_FOUND"
126954,"pelagic"
126958,"NOT_FOUND"
126963,"pelagic"
126970,"pelagic"
126971,"NOT_FOUND"
126986,"demersal"
126991,"demersal"
127001,"demersal"
127004,"pelagic"
127011,"demersal"
127013,"demersal"
127014,"pelagic"
127021,"pelagic"
127026,"pelagic"
127027,"pelagic"
127028,"pelagic"
127030,"pelagic"
127031,"NOT_FOUND"
127036,"NOT_FOUND"
127038,"demersal"
127039,"demersal"
127040,"demersal"
127041,"demersal"
127043,"demersal"
127047,"demersal"
127049,"NOT_FOUND"
127051,"pelagic"
127055,"demersal"
127057,"NOT_FOUND"
127064,"NOT_FOUND"
127066,"NOT_FOUND"
127069,"NOT_FOUND"
127082,"demersal"
127085,"pelagic"
127090,"demersal"
127093,"demersal"
127094,"pelagic"
127120,"pelagic"
127129,"demersal"
127154,"demersal"
127163,"NOT_FOUND"
127164,"pelagic"
127165,"pelagic"
127176,"NOT_FOUND"
127232,"benthic"
127240,"NOT_FOUND"
127246,"demersal"
127247,"demersal"
127248,"demersal"
127269,"NOT_FOUND"
127275,"NOT_FOUND"
127278,"pelagic"
127282,"pelagic"
127284,"NOT_FOUND"
127288,"pelagic"
127289,"pelagic"
127292,"pelagic"
127293,"pelagic"
127295,"NOT_FOUND"
127297,"pelagic"
127298,"NOT_FOUND"
127302,"pelagic"
127303,"pelagic"
127304,"pelagic"
127306,"pelagic"
127308,"pelagic"
127309,"pelagic"
127312,"pelagic"
127314,"pelagic"
127316,"pelagic"
127320,"NOT_FOUND"
127322,"pelagic"
127324,"NOT_FOUND"
127325,"NOT_FOUND"
127326,"NOT_FOUND"
127328,"pelagic"
127330,"pelagic"
127331,"pelagic"
127333,"pelagic"
127337,"pelagic"
127338,"pelagic"
127339,"pelagic"
127347,"pelagic"
127348,"pelagic"
127354,"pelagic"
127358,"pelagic"
127359,"pelagic"
127360,"NOT_FOUND"
127361,"NOT_FOUND"
127364,"NOT_FOUND"
127368,"pelagic"
127369,"NOT_FOUND"
127370,"pelagic"
127371,"pelagic"
127372,"pelagic"
127374,"pelagic"
127375,"pelagic"
127376,"pelagic"
127378,"demersal"
127380,"demersal"
127399,"NOT_FOUND"
127405,"NOT_FOUND"
127411,"NOT_FOUND"
127416,"demersal"
127420,"pelagic"
127715,"pelagic"
127716,"pelagic_surface"
127732,"pelagic"
127760,"NOT_FOUND"
127768,"pelagic"
127773,"pelagic"
127775,"pelagic"
127776,"pelagic"
127777,"NOT_FOUND"
127778,"pelagic"
127779,"pelagic"
127782,"pelagic"
127798,"pelagic"
127800,"NOT_FOUND"
127820,"pelagic"
127822,"NOT_FOUND"
127825,"NOT_FOUND"
127829,"pelagic_surface"
127830,"pelagic"
127831,"pelagic"
127832,"pelagic"
127833,"pelagic"
127841,"pelagic"
127845,"NOT_FOUND"
127846,"NOT_FOUND"
127852,"NOT_FOUND"
127854,"pelagic"
127856,"pelagic"
128813,"pelagic_surface"
128814,"pelagic_surface"
128894,"pelagic_surface"
128938,"pelagic_surface"
128954,"pelagic_surface"
128957,"NOT_FOUND"
129037,"NOT_FOUND"
129828,"benthic"
129831,"benthic"
130969,"benthic"
131110,"benthic"
1314230,"NOT_FOUND"
1314233,"NOT_FOUND"
1314235,"NOT_FOUND"
1314243,"NOT_FOUND"
131504,"benthic"
133911,"benthic"
134378,"benthic"
134564,"NOT_FOUND"
1346683,"NOT_FOUND"
135159,"benthic"
135211,"benthic"
135305,"pelagic_surface"
135436,"pelagic_mean"
135479,"pelagic_surface"
135499,"benthic"
136285,"benthic"
136330,"benthic"
137087,"pelagic"
137089,"pelagic_surface"
137091,"pelagic_surface"
137092,"pelagic_surface"
137094,"pelagic_surface"
137096,"pelagic"
137097,"pelagic"
137098,"pelagic_mean"
137102,"pelagic"
137104,"pelagic_surface"
137107,"benthic"
137108,"pelagic"
137109,"pelagic_surface"
137110,"NOT_FOUND"
137111,"pelagic_surface"
137119,"pelagic"
137122,"pelagic"
137127,"pelagic"
137142,"NOT_FOUND"
137156,"NOT_FOUND"
137165,"pelagic"
137194,"NOT_FOUND"
137201,"NOT_FOUND"
137205,"benthic"
137206,"demersal"
137209,"pelagic_surface"
137273,"pelagic_surface"
137337,"benthic"
137338,"benthic"
1382182,"NOT_FOUND"
138690,"demersal"
138753,"benthic"
138757,"benthic"
138791,"benthic"
138838,"pelagic_surface"
138840,"pelagic_surface"
138849,"pelagic_mean"
139033,"pelagic_surface"
139052,"benthic"
139196,"benthic"
139348,"benthic"
139422,"pelagic_surface"
139433,"benthic"
139442,"benthic"
139452,"benthic"
139459,"benthic"
139499,"benthic"
139636,"demersal"
139906,"benthic"
139969,"benthic"
139988,"benthic"
140112,"pelagic_surface"
140120,"benthic"
140121,"benthic"
140222,"pelagic_surface"
140255,"benthic"
140262,"benthic"
140271,"benthic"
140306,"benthic"
140417,"benthic"
140480,"benthic"
140580,"benthic"
140605,"benthic"
140649,"pelagic_surface"
140678,"demersal"
140722,"pelagic_surface"
140781,"benthic"
140792,"benthic"
140833,"demersal"
140840,"benthic"
140847,"benthic"
140960,"NOT_FOUND"
141097,"benthic"
141101,"benthic"
141163,"benthic"
141224,"benthic"
141254,"benthic"
141261,"benthic"
141444,"benthic"
141548,"pelagic_mean"
141551,"benthic"
141680,"pelagic_surface"
141687,"benthic"
141711,"benthic"
141770,"benthic"
141781,"benthic"
141877,"demersal"
141879,"benthic"
141916,"benthic"
141947,"benthic"
141961,"benthic"
141998,"benthic"
142000,"benthic"
1420120,"benthic"
1444270,"benthic"
144439,"benthic"
144481,"benthic"
144538,"benthic"
144569,"benthic"
145397,"NOT_FOUND"
145520,"NOT_FOUND"
1455328,"NOT_FOUND"
145548,"NOT_FOUND"
145599,"benthic"
145950,"NOT_FOUND"
149070,"pelagic"
149074,"benthic"
149122,"benthic"
149123,"NOT_FOUND"
149129,"NOT_FOUND"
149153,"pelagic"
149221,"NOT_FOUND"
149228,"NOT_FOUND"
149241,"NOT_FOUND"
149271,"NOT_FOUND"
149320,"NOT_FOUND"
149755,"NOT_FOUND"
150637,"demersal"
151174,"pelagic"
151482,"NOT_FOUND"
1525496,"pelagic"
154721,"benthic"
156196,"benthic"
156609,"NOT_FOUND"
1567942,"NOT_FOUND"
156977,"benthic"
157031,"pelagic_surface"
157616,"benthic"
1577363,"NOT_FOUND"
157880,"benthic"
158347,"pelagic_mean"
158581,"NOT_FOUND"
158586,"demersal"
158750,"NOT_FOUND"
158752,"pelagic"
158837,"pelagic"
158846,"pelagic"
158890,"pelagic"
158900,"NOT_FOUND"
158901,"pelagic"
158916,"pelagic"
158933,"pelagic"
158935,"NOT_FOUND"
158952,"benthic"
158956,"pelagic"
159025,"pelagic_surface"
1590706,"benthic"
1590708,"NOT_FOUND"
159288,"demersal"
159427,"NOT_FOUND"
159491,"pelagic"
1605260,"benthic"
1605275,"demersal"
160528,"NOT_FOUND"
161477,"benthic"
165081,"benthic"
165801,"benthic"
168736,"benthic"
171580,"benthic"
181006,"benthic"
181220,"benthic"
181221,"benthic"
181344,"benthic"
181377,"pelagic_mean"
181378,"NOT_FOUND"
181382,"pelagic_surface"
181861,"benthic"
183099,"benthic"
183350,"NOT_FOUND"
208421,"benthic"
210370,"benthic"
217964,"pelagic"
219389,"benthic"
219883,"NOT_FOUND"
219926,"pelagic"
219964,"pelagic"
220381,"benthic"
220915,"pelagic"
221249,"NOT_FOUND"
221331,"pelagic_surface"
221412,"benthic"
221512,"pelagic"
224308,"benthic"
224661,"benthic"
224663,"benthic"
224685,"benthic"
224693,"benthic"
224700,"benthic"
225268,"benthic"
226490,"benthic"
231441,"NOT_FOUND"
231858,"benthic"
232376,"NOT_FOUND"
232389,"NOT_FOUND"
232546,"benthic"
232763,"NOT_FOUND"
232897,"NOT_FOUND"
232943,"NOT_FOUND"
233198,"NOT_FOUND"
233231,"NOT_FOUND"
233377,"benthic"
233521,"NOT_FOUND"
233557,"NOT_FOUND"
233592,"NOT_FOUND"
234105,"NOT_FOUND"
234106,"demersal"
235644,"benthic"
235802,"NOT_FOUND"
235926,"NOT_FOUND"
235952,"NOT_FOUND"
235953,"NOT_FOUND"
235954,"NOT_FOUND"
235955,"NOT_FOUND"
235962,"NOT_FOUND"
235975,"NOT_FOUND"
235979,"NOT_FOUND"
235982,"NOT_FOUND"
235983,"NOT_FOUND"
235984,"NOT_FOUND"
237966,"NOT_FOUND"
237968,"pelagic_surface"
237984,"NOT_FOUND"
238118,"pelagic_surface"
241198,"benthic"
254681,"benthic"
254690,"benthic"
256090,"benthic"
256204,"benthic"
271684,"benthic"
271807,"NOT_FOUND"
271852,"benthic"
271918,"pelagic"
271931,"demersal"
272030,"pelagic"
272087,"pelagic"
273021,"NOT_FOUND"
273569,"demersal"
273965,"NOT_FOUND"
273975,"NOT_FOUND"
274299,"demersal"
274721,"demersal"
275154,"NOT_FOUND"
275488,"demersal"
278081,"demersal"
280323,"NOT_FOUND"
281260,"pelagic"
281518,"NOT_FOUND"
283789,"benthic"
283819,"benthic"
285794,"benthic"
286276,"benthic"
286731,"benthic"
287408,"benthic"
289355,"benthic"
298167,"demersal"
299089,"NOT_FOUND"
299565,"demersal"
299709,"NOT_FOUND"
302165,"demersal"
303486,"benthic"
307126,"benthic"
322499,"pelagic"
325392,"NOT_FOUND"
341866,"NOT_FOUND"
342104,"pelagic_surface"
342190,"demersal"
342218,"pelagic_surface"
342368,"pelagic_bottom"
345562,"benthic"
346026,"NOT_FOUND"
346030,"NOT_FOUND"
346424,"benthic"
367297,"demersal"
374481,"NOT_FOUND"
383014,"benthic"
383037,"benthic"
387575,"benthic"
389288,"benthic"
389385,"NOT_FOUND"
395476,"benthic"
397221,"benthic"
398365,"NOT_FOUND"
405962,"pelagic_surface"
410340,"pelagic_surface"
410401,"NOT_FOUND"
410402,"NOT_FOUND"
413961,"benthic"
417917,"benthic"
418067,"benthic"
418106,"NOT_FOUND"
418107,"NOT_FOUND"
418108,"NOT_FOUND"
418110,"NOT_FOUND"
418114,"NOT_FOUND"
418115,"NOT_FOUND"
419791,"pelagic_surface"
420584,"benthic"
422188,"benthic"
449148,"benthic"
466342,"NOT_FOUND"
466352,"benthic"
466420,"benthic"
467546,"benthic"
476531,"benthic"
495363,"NOT_FOUND"
505132,"benthic"
506286,"benthic"
514112,"pelagic_mean"
514114,"pelagic_surface"
514117,"NOT_FOUND"
514136,"pelagic_surface"
514141,"NOT_FOUND"
517613,"benthic"
522138,"benthic"
534558,"benthic"
573399,"NOT_FOUND"
573582,"NOT_FOUND"
576682,"NOT_FOUND"
579358,"benthic"
597409,"benthic"
597522,"benthic"
597530,"benthic"
605965,"NOT_FOUND"
615435,"NOT_FOUND"
623628,"benthic"
623764,"NOT_FOUND"
623772,"NOT_FOUND"
626382,"NOT_FOUND"
660661,"NOT_FOUND"
668468,"NOT_FOUND"
712167,"benthic"
713102,"NOT_FOUND"
731162,"benthic"
759131,"NOT_FOUND"
836896,"NOT_FOUND"
837196,"NOT_FOUND"
838775,"NOT_FOUND"
840627,"NOT_FOUND"
849350,"benthic"
854459,"benthic"
889885,"NOT_FOUND"
987546,"benthic"
987547,"benthic"
991763,"NOT_FOUND"
992022,"benthic"
993565,"benthic"
998228,"NOT_FOUND"
1005391,"benthic"
1005409,"benthic"
100605,"pelagic_surface"
100607,"pelagic_surface"
1007424,"benthic"
100801,"benthic"
100803,"benthic"
100805,"benthic"
100807,"benthic"
100808,"benthic"
100809,"benthic"
100819,"benthic"
100822,"benthic"
100823,"benthic"
100829,"benthic"
100830,"benthic"
100831,"benthic"
100832,"benthic"
100835,"benthic"
100836,"benthic"
100857,"benthic"
100863,"benthic"
100870,"benthic"
100872,"benthic"
100880,"benthic"
100890,"benthic"
100910,"benthic"
100916,"benthic"
100924,"benthic"
100927,"benthic"
100928,"benthic"
100929,"benthic"
100930,"benthic"
100936,"benthic"
100942,"benthic"
100948,"benthic"
100949,"benthic"
100950,"benthic"
100954,"benthic"
100955,"benthic"
100956,"benthic"
100957,"NOT_FOUND"
100959,"benthic"
100960,"benthic"
100961,"benthic"
100963,"benthic"
100966,"benthic"
100970,"benthic"
100972,"benthic"
100974,"benthic"
100979,"benthic"
100982,"benthic"
100983,"benthic"
100985,"benthic"
100986,"benthic"
101011,"benthic"
101015,"benthic"
101018,"benthic"
101019,"benthic"
101023,"benthic"
101035,"benthic"
101036,"benthic"
101038,"benthic"
101043,"benthic"
101055,"benthic"
101101,"benthic"
101107,"benthic"
101109,"benthic"
101115,"benthic"
101117,"benthic"
101129,"benthic"
101170,"benthic"
1011877,"demersal"
101209,"NOT_FOUND"
101264,"NOT_FOUND"
101266,"NOT_FOUND"
101267,"NOT_FOUND"
101273,"NOT_FOUND"
101275,"NOT_FOUND"
101289,"NOT_FOUND"
101295,"NOT_FOUND"
101334,"NOT_FOUND"
101335,"NOT_FOUND"
101337,"NOT_FOUND"
101342,"NOT_FOUND"
101350,"NOT_FOUND"
1016062,"demersal"
101820,"benthic"
101822,"benthic"
101825,"benthic"
101827,"benthic"
101829,"benthic"
101830,"benthic"
101833,"benthic"
101834,"benthic"
101835,"benthic"
101838,"benthic"
101839,"benthic"
101840,"benthic"
101846,"benthic"
101849,"benthic"
101852,"benthic"
101855,"benthic"
101857,"benthic"
101858,"benthic"
101859,"benthic"
101860,"benthic"
101862,"benthic"
101864,"benthic"
101871,"benthic"
101891,"benthic"
101892,"benthic"
101894,"benthic"
101896,"benthic"
101898,"benthic"
101899,"benthic"
101900,"benthic"
101902,"benthic"
101906,"benthic"
101907,"benthic"
101909,"benthic"
101911,"benthic"
101914,"benthic"
101915,"benthic"
101916,"benthic"
101917,"benthic"
101919,"benthic"
101920,"benthic"
101922,"benthic"
101923,"pelagic"
101926,"benthic"
101928,"benthic"
101930,"benthic"
101931,"benthic"
101932,"benthic"
101933,"benthic"
101935,"benthic"
101937,"benthic"
101943,"benthic"
101948,"benthic"
101967,"benthic"
101977,"benthic"
101985,"NOT_FOUND"
101986,"benthic"
101987,"benthic"
101994,"benthic"
102001,"benthic"
102002,"benthic"
102006,"benthic"
102007,"benthic"
102008,"benthic"
102009,"benthic"
102012,"benthic"
102013,"benthic"
102016,"benthic"
102018,"benthic"
102019,"benthic"
102021,"benthic"
102023,"benthic"
102024,"benthic"
102025,"benthic"
102033,"benthic"
102034,"benthic"
102035,"benthic"
102036,"benthic"
102037,"benthic"
102038,"benthic"
102039,"benthic"
102040,"benthic"
102041,"benthic"
102042,"benthic"
102043,"benthic"
102044,"benthic"
102045,"benthic"
102046,"benthic"
102047,"benthic"
102048,"benthic"
102049,"benthic"
102050,"benthic"
102051,"benthic"
102052,"benthic"
102053,"benthic"
102054,"benthic"
102057,"benthic"
1020579,"NOT_FOUND"
102064,"benthic"
102068,"benthic"
102073,"NOT_FOUND"
102076,"benthic"
102087,"benthic"
102096,"benthic"
102097,"benthic"
102101,"benthic"
102118,"benthic"
102119,"benthic"
102120,"benthic"
1021330,"demersal"
102134,"benthic"
102135,"benthic"
102136,"benthic"
102137,"benthic"
102139,"benthic"
102141,"benthic"
102159,"benthic"
102160,"benthic"
102162,"benthic"
102168,"benthic"
102169,"benthic"
102172,"benthic"
102173,"benthic"
102176,"benthic"
102177,"NOT_FOUND"
102178,"benthic"
102185,"NOT_FOUND"
102193,"NOT_FOUND"
102195,"benthic"
102202,"benthic"
102231,"benthic"
102242,"NOT_FOUND"
1022433,"benthic"
102270,"benthic"
102274,"benthic"
102275,"benthic"
102280,"benthic"
1022907,"NOT_FOUND"
102295,"benthic"
102296,"benthic"
102299,"benthic"
102300,"benthic"
102303,"benthic"
1023086,"benthic"
1023088,"benthic"
102317,"benthic"
1023235,"benthic"
102325,"NOT_FOUND"
102331,"benthic"
102333,"benthic"
1023351,"NOT_FOUND"
102339,"benthic"
1023403,"benthic"
102342,"benthic"
102343,"NOT_FOUND"
102345,"benthic"
102350,"NOT_FOUND"
102359,"benthic"
102360,"benthic"
102364,"benthic"
102368,"benthic"
102369,"benthic"
102370,"benthic"
102371,"benthic"
102373,"benthic"
102375,"benthic"
102376,"benthic"
102377,"benthic"
102378,"benthic"
102379,"benthic"
102380,"benthic"
102382,"benthic"
102383,"benthic"
102400,"benthic"
102401,"benthic"
102403,"benthic"
102408,"benthic"
102409,"benthic"
102412,"benthic"
102431,"benthic"
102433,"benthic"
102439,"benthic"
102440,"benthic"
102454,"NOT_FOUND"
102460,"benthic"
102462,"benthic"
102463,"benthic"
102464,"benthic"
102465,"benthic"
102466,"benthic"
102468,"NOT_FOUND"
102469,"benthic"
102470,"benthic"
102473,"benthic"
102477,"benthic"
102478,"NOT_FOUND"
102480,"benthic"
102481,"benthic"
102482,"NOT_FOUND"
102483,"benthic"
102486,"benthic"
102491,"benthic"
102497,"benthic"
102516,"benthic"
102522,"benthic"
102525,"benthic"
102526,"NOT_FOUND"
102557,"pelagic_surface"
102563,"benthic"
102564,"benthic"
102568,"benthic"
102569,"benthic"
102570,"benthic"
102576,"benthic"
102578,"benthic"
102586,"NOT_FOUND"
102589,"benthic"
102593,"benthic"
102598,"benthic"
1026026,"benthic"
1026029,"benthic"
1026030,"benthic"
102604,"benthic"
102605,"benthic"
102606,"benthic"
102607,"benthic"
102610,"benthic"
102611,"benthic"
102616,"benthic"
1026170,"benthic"
102627,"NOT_FOUND"
102629,"benthic"
102664,"benthic"
102665,"benthic"
102681,"benthic"
102700,"NOT_FOUND"
102701,"benthic"
102710,"benthic"
102711,"benthic"
102712,"NOT_FOUND"
102720,"benthic"
102725,"benthic"
102728,"NOT_FOUND"
102736,"benthic"
102748,"benthic"
102758,"benthic"
102762,"benthic"
102763,"benthic"
102764,"benthic"
102771,"benthic"
102773,"benthic"
1027775,"NOT_FOUND"
1027787,"NOT_FOUND"
102779,"benthic"
1027800,"NOT_FOUND"
1027802,"NOT_FOUND"
102783,"benthic"
102784,"benthic"
102786,"benthic"
102787,"benthic"
102788,"benthic"
102789,"benthic"
102791,"benthic"
102794,"benthic"
102795,"benthic"
102796,"benthic"
102798,"benthic"
102801,"benthic"
102802,"benthic"
102804,"benthic"
102805,"benthic"
102807,"benthic"
102811,"benthic"
102815,"benthic"
102817,"benthic"
102822,"NOT_FOUND"
102828,"benthic"
102835,"benthic"
102836,"benthic"
102840,"benthic"
102843,"benthic"
102860,"benthic"
102872,"benthic"
102892,"benthic"
102905,"benthic"
102914,"benthic"
102915,"benthic"
102916,"benthic"
102918,"benthic"
102919,"benthic"
102924,"benthic"
102927,"benthic"
102928,"benthic"
102932,"benthic"
102937,"benthic"
102939,"benthic"
102940,"NOT_FOUND"
102954,"benthic"
102957,"benthic"
102958,"benthic"
102960,"benthic"
102963,"benthic"
102966,"benthic"
102968,"benthic"
102972,"benthic"
102975,"benthic"
102976,"benthic"
